text,intent
Apa saja program pendidikan islam unggulan yang ada di sini?,program_unggulan
Bagaimana sistem pengasuhan dan pembinaan santri di pesantren?,faq_umum
Apakah orang tua bisa berkomunikasi dengan anak selama di pondok?,faq_umum
Apa visi dan misi utama pesantren dalam mendidik santri?,faq_umum
Apakah ada fasilitas olahraga dan rekreasi bagi santri?,faq_umum
Bagaimana pesantren menangani santri yang mengalami sakit?,faq_umum
Apakah pesantren ini sudah mendapatkan akreditasi resmi?,faq_umum
Berapa lama pesantren ini sudah beroperasi dan melayani santri?,faq_umum
Apakah santri diperbolehkan membawa barang elektronik ke pondok?,faq_umum
Bagaimana sistem kunjungan orang tua ke pesantren diatur?,faq_umum
Apakah ada layanan bimbingan konseling untuk santri?,faq_umum
Saya ingin bertanya langsung kepada pengurus pesantren,eskalasi_admin
Bisakah saya dihubungkan dengan staf yang menangani pendaftaran?,eskalasi_admin
Tolong saya diarahkan ke petugas yang bisa membantu lebih lanjut,eskalasi_admin
Saya ingin mendapatkan nomor kontak resmi pesantren,eskalasi_admin
Apakah ada admin yang bisa saya ajak bicara sekarang?,eskalasi_admin
Saya butuh penjelasan langsung dari pihak pesantren,eskalasi_admin
Boleh minta nomor WhatsApp pengurus untuk konfirmasi pendaftaran?,eskalasi_admin
Saya ingin berkomunikasi langsung dengan pihak yang berwenang,eskalasi_admin
Tolong sambungkan saya ke penanggung jawab penerimaan santri,eskalasi_admin
Saya ingin berbicara dengan seseorang di pesantren secara langsung,eskalasi_admin

